,Polyph,SproutN,BunchN,GrapeW,WoodW,SPAD06,NDVI06,SPAD08,NDVI08,Acid,Potass,Brix,pH,Anthoc,Treatment
15,0.117004316,-0.193284814,0.039444261,0.081378028,0.084707953,-0.044325651,0.005224052,0.05694434,-0.083024147,0.07313682,0.212661755,0.026688064,0.017922426,0.011967081,T3a
16,-0.217547084,-0.049817397,-0.917462714,-0.190322149,-0.211321831,0.059609919,0.097855009,0.155056689,0.111316513,-0.110155995,0.141311694,0.001868701,0.005438723,-0.011445273,T2a
17,-0.038495294,-0.134114544,-0.475124713,-0.084851977,0.006042696,-0.018210909,0.083624244,0.087906995,0.084085113,-0.224432492,0.182892266,0.027436551,0.030540249,0.039284486,T2b
18,0.100864116,0.196075512,0.61214074,0.313312179,-0.349758339,-0.075254536,0.050904153,-0.030829118,0.01337828,0.170419071,0.041226755,0.057979556,0.013889444,0.126053282,T6b
19,0.628530607,0.159224739,0.321611621,-0.627749973,-0.263321496,-0.057455752,-0.016128941,-0.0116019,-0.12863618,-0.118514206,-0.370969321,0.222195049,0.015253046,1.159546683,T8b
20,-0.49664572,0.075718326,-0.377236598,-0.324828818,-0.492213283,-0.105726987,0.0506372,-0.168678616,-0.138114167,0.100622356,0.049644005,-0.117659206,-0.031668116,-0.691008065,T6a
21,-0.209437444,-0.146654038,-0.176333283,0.21307188,-0.489124759,-0.056142451,-0.136993164,-0.134369423,-0.216357544,-0.176432393,-0.002924967,0.072815239,0.041790264,-0.108244086,T8a
22,-0.388739469,-0.08568078,-0.078854648,-0.469384112,-0.345185684,-0.046924403,-0.224358444,-0.066102974,-0.087123887,-0.025199568,-0.09311429,0.018321258,-0.002112875,-0.085158082,T8b
23,-0.056847278,-0.192093774,0.366228718,0.181643641,-0.573534686,-0.11391341,0.004595484,-0.010587366,-0.166050216,-0.008532782,0.146519673,0.017323924,-0.020647746,0.21153925,T1b
24,0.222616924,-0.170349099,-0.188767589,-0.53983966,0.046782271,-0.083687703,0.144068823,0.155845753,0.208020021,-0.082345519,-0.030640839,0.216558396,0.07972185,0.542106355,T4b
25,0.565260273,-0.025386586,-0.181658655,-0.607652454,-0.052311388,0.05635332,-0.119341393,-0.13707936,-0.099748252,-0.204192515,0.049308474,0.111490354,0.04352053,0.472221567,T4b
26,-0.373270452,0.178173572,0.159618564,0.40587475,0.76638535,0.069712002,0.084150322,0.213544493,0.056601696,0.236093438,0.043085991,-0.038695153,-0.054486959,-0.536586043,T7a
27,-0.22045689,0.013522597,0.166024732,0.438214191,0.218424982,0.039435755,0.004575617,-0.016935456,0.15567002,0.051738194,-0.088795785,-0.073560519,-0.027791246,0.102556642,T3a
28,-0.117205908,0.220643532,0.541386761,0.651297843,0.327030148,0.050637003,0.050466571,0.15504184,0.094829482,-0.042571911,-0.170754315,-0.120573654,-0.014254769,-0.330185908,T7a
29,-0.084399828,0.080491246,-0.223841907,-0.953954973,-0.043611917,-0.04762756,0.129844488,0.012978293,-0.098592706,-0.124730241,-0.152036833,0.131179591,0.05470998,-0.104849835,T4b
30,-0.230467924,-0.164850607,-0.272376811,-0.022451775,0.563762981,-0.085759366,0.045092423,0.206705225,0.231583297,-0.016607702,0.456034567,0.039481191,0.02722473,-0.158280983,T1b
31,0.187965373,-0.046178978,-0.339571004,0.225867477,0.320980791,-0.001287385,0.187449585,0.089338973,-0.042558279,-0.152863824,0.140055775,-0.081042317,0.043163243,0.297994735,T4a
32,0.069639155,0.569846412,0.814399353,1.780347837,0.955547307,0.205868935,0.154826367,0.403489788,0.19572878,-0.041113827,0.030693626,-0.170255926,0.001067719,-0.229999975,T5a
33,-0.182931152,-0.027597506,-0.106971401,0.534849436,-0.550850668,-0.189991717,-0.008106155,-0.111041783,-0.001871721,0.057833757,-0.042798202,-0.07265661,-0.04254085,0.180035469,T8a
34,-0.248494869,-0.167034828,-0.171448576,0.138887532,0.151986258,0.033400542,-0.020921267,-0.029462933,0.021617396,-0.025525961,-0.106676157,-0.04917023,-0.011276195,-0.30814597,T4a
35,-0.003103682,0.138501071,-0.060349521,-0.574092828,-0.019815136,-0.045701172,-0.063238687,-0.11340334,0.076150781,-0.027637716,0.111071627,-0.068746252,-0.006226484,0.008799345,T8a
36,0.141632651,-0.065564552,-0.288381749,-0.603357127,-0.678393413,-0.096781055,-0.163812125,-0.099805802,0.037417022,-0.068988081,-0.260450819,0.067875938,-0.009470446,0.206606436,T4b
37,-0.351490235,0.006870102,-0.604133209,-0.694014774,0.100829395,-0.028656841,0.037518516,0.228884156,0.063683032,-0.064332571,0.057969685,-0.053773981,0.000301148,-0.101550775,T5b
38,-0.25959104,0.247092496,0.013196772,0.173634693,0.332298533,0.080620073,0.098224516,0.248089114,0.122411011,-0.31709517,-0.048456776,0.067711353,0.078127755,-0.610157345,T8b
39,0.006251558,0.066430306,-0.034431284,0.842620874,-0.000484238,-0.034896948,-0.019689254,-0.058655528,-0.135480297,0.126875735,-0.128612491,-0.053204428,-0.050758007,-0.055937816,T8a
40,-0.467577861,0.308724518,0.475183582,1.331045199,1.021779269,0.141013762,0.144863871,0.210332987,0.421851154,-0.142581998,-0.151474125,-0.125341171,0.010038612,-0.273770121,T7a
41,0.441358586,-0.302426006,-0.121222927,-0.65816881,-0.887329536,-0.173308003,-0.070907812,-0.196571526,0.120796173,0.236030956,0.272066761,-0.040594246,-0.015206227,0.169689076,T1a
42,-0.103397445,-0.113150408,-0.248618251,-0.275004561,-0.074104909,-0.002183785,-0.045397661,-0.031293494,-0.039449607,0.109659283,0.043020704,-0.004861003,-0.024095815,-0.376109249,T6a
43,-0.125699675,-0.121000456,-0.087933403,0.402653861,0.579733588,0.155625795,0.231198105,0.20726871,0.033826033,0.035050428,-0.140630747,-0.011003368,-0.002920975,-0.504614426,T1b
44,-0.124836781,-0.112806063,0.349468075,0.377541048,0.21525191,0.120898513,0.106409541,0.1393597,0.070664598,0.108363708,0.123364666,0.093933869,0.023119828,-0.09153395,T1b
45,-0.313017721,0.167730557,-0.138078262,0.116094213,0.473510905,-0.114392001,0.040970271,-0.01798928,0.112735082,0.126317825,-0.194042296,-0.019176977,-0.062952077,-0.335803614,T8a
46,0.266107026,0.484511242,0.526813328,0.540282126,0.684466499,0.18368854,0.082660436,0.192296618,0.183712105,0.038822017,-0.150506692,-0.051682325,0.000624498,0.076284265,T6b
47,-0.141163425,0.159010817,0.094031192,0.037271701,0.232626244,0.219817058,0.133055928,0.228270254,0.161316611,-0.256553266,0.059685867,-0.035194733,0.058318907,0.085204581,T6a
48,-0.141842421,-0.142466009,-0.27410707,-0.009001907,-0.360809966,-0.044582605,0.11076687,-0.030908105,-0.164983432,0.009965768,0.376061487,-0.013947385,0.008114293,0.123414734,T5a
49,-0.505968263,-0.002272831,-0.679437183,0.11688147,0.371662959,-0.054262987,0.148179183,0.091638935,0.167065084,-0.130589972,-0.152289302,0.074086147,0.023108691,-0.139105612,T4b
50,0.166065475,-0.061401472,-0.428690315,-0.691819495,-0.4548157,-0.045247801,-0.093915775,0.045872092,0.082832592,-0.203359551,-0.015713397,0.141961338,0.044711713,0.427033473,T8b
51,0.039275047,0.22208957,0.726563142,0.794649315,0.171604655,0.21665449,-0.057874006,0.055366716,0.006422087,0.070570761,-0.130945839,0.046941363,-0.020697768,-0.237937184,T1b
52,0.04944398,-0.14454005,-0.279024186,-0.494242746,0.187131123,0.048625388,0.032904163,0.03767944,-0.054470629,-0.0596634,0.068435379,0.035794405,-0.001400896,-0.221872183,T4b
53,-0.088372513,0.23408574,0.274787087,0.64549037,-0.082417758,-0.20144818,0.089607334,-0.090716237,-0.060965732,-0.05646705,-0.031367634,0.123568524,-0.007186272,0.144931612,T7b
54,-0.117574112,0.203002404,0.009968119,0.454150301,0.701081067,0.063707476,0.084535384,0.124164855,0.150245485,0.200309472,0.266741872,-0.135297078,-0.004000234,-0.087415534,T7a
55,0.096518735,-0.058182236,-0.079892081,-0.675266037,0.324318194,0.049715143,-0.120606184,-0.019113327,-0.219066507,0.070467764,-0.217133706,0.009281373,0.016131708,0.183620143,T3a
56,-0.34805227,0.286410715,1.227022511,1.395480879,0.224744549,0.077442321,-0.017635811,0.118237688,0.17538109,0.036944625,-0.273372484,-0.043182228,-0.002868898,-0.798452759,T7b
57,-0.254077739,0.278175354,0.154037108,0.202640961,0.314347138,-0.050655327,-0.105987611,0.047228441,-0.072273752,-0.216458379,-0.351303668,0.02263838,0.000996176,-0.489063335,T7b
58,-0.036890339,-0.391262941,-0.826816733,-0.193254088,-0.357590542,-0.089718956,-0.036580524,-0.045099451,-0.080443503,0.151030111,-0.07494191,-0.045623436,-0.05873679,-0.183201417,T2a
59,0.266052904,0.38368029,0.631665888,-0.021465048,0.488983158,0.136640282,-0.051046665,-0.039209758,-0.13364377,0.022539902,-0.11551356,0.117442497,0.056477016,-0.126166324,T8b
60,0.308546463,-0.245366783,-0.471083751,-0.123588211,-0.586229428,-0.214123555,0.060091896,-0.024868255,-0.155937263,-0.042893536,0.029171482,0.117488762,0.008913047,0.614756182,T4b
61,-0.418691551,0.060763068,0.347778811,0.651820174,0.72052058,0.103262145,0.186992375,0.162561208,0.017180666,0.070693397,-0.115841654,-0.05455791,-0.026998476,-0.66191682,T1a
62,-0.264158875,-0.019120001,-0.084986126,0.063112123,-0.010688323,0.149876003,-0.02358945,-0.033039045,-0.075842454,-0.356972347,-0.068407742,-0.018774207,0.094752632,-0.558161928,T2b
63,0.392133845,0.079313549,-0.235007099,-1.318342122,-0.540109334,-0.104259565,-0.100733963,-0.102694593,-0.173302971,0.147467203,0.075540373,0.054434399,-0.038784868,0.647175634,T8b
64,0.288374641,-0.031575232,-0.25407436,-0.916648486,-0.120553041,-0.189253596,-0.155837293,-0.33973112,-0.067497986,0.156650988,-0.097844164,0.015389643,-0.030941622,0.501296278,T5a
65,0.248942734,0.176103857,-0.368242903,0.068460617,0.00617466,-0.043913142,-0.025866224,-0.136410595,0.006866013,0.135299602,-0.116457376,-0.004331594,-0.060040302,0.070990719,T8b
66,0.388104266,-0.152734621,0.213824799,-0.308217194,-1.048179145,-0.145464848,-0.175195001,-0.18920752,-0.05748902,0.166156786,-0.187764941,0.02701637,-0.021559528,0.315552124,T1b
67,-0.392465482,-0.068213244,-0.356762262,-0.576515778,-0.468400563,-0.212062839,0.005226289,-0.049710993,-0.055452086,0.140318649,-0.04037034,-0.127946798,-0.077705281,-0.512595254,T8a
68,-0.044661871,0.113058841,0.4133875,0.291101535,-0.366098593,-0.137619515,-0.075542026,-0.010433869,-0.125061445,0.012518528,-0.257827717,-0.071137096,-0.010725131,-0.067757556,T8b
69,0.373945888,-0.091445486,-0.779046313,-0.579076341,-0.027758919,-0.002751566,0.031718701,0.041739852,0.100774135,-0.15246956,0.112628749,0.052130926,0.012934753,0.802840947,T2b
70,-0.383445355,-0.151307452,-0.044088469,0.274372796,-0.192073203,-0.062042169,-0.066463199,-0.067557086,-0.063618577,0.091177159,-0.073276066,-0.049229507,-0.010764187,-0.174142032,T6b
71,-0.40335404,-0.362171264,-0.898391228,-0.233474303,0.472969965,0.085000736,0.057173053,0.158840491,-0.155249896,-0.127755764,0.074149761,-0.068382425,0.031331985,-0.366014606,T2a
72,0.5861868,-0.440152446,-0.243433021,-0.340793701,-0.462782743,-0.219314571,-0.113962831,-0.111125817,0.062590909,0.101377893,-0.010766314,0.096712908,-0.039119367,0.567362949,T4a
73,0.595774417,-0.021257239,0.536304672,0.772032896,0.420433148,-0.027732384,0.141455853,0.150772527,0.202902603,-0.021704496,0.070061567,0.014810666,0.004166191,0.593196026,T2a
74,0.306709046,0.479727588,-0.320602987,-0.420214582,-0.03910266,0.089454092,0.066806843,-0.010302867,-0.033236348,-0.03718899,-0.088330538,0.113287222,0.0359333,0.613318513,T7b
75,-0.201711668,0.349606716,0.810065972,0.953194485,0.346979475,0.109296656,0.034901561,0.052993876,-0.121281558,-0.015931247,-0.341720178,-0.174622986,-0.017810505,-0.558724741,T5a
76,-0.414046579,0.016151204,-0.274416952,1.114528691,0.416712328,0.226121268,0.074899539,0.210948215,0.110511731,-0.26298501,0.037794399,-0.171037149,0.018509207,-0.563556075,T4a
77,0.399133602,0.076722362,-0.254191072,0.13979792,0.401551806,0.022807911,-0.089467027,0.000905178,0.099971849,-0.064937721,0.200417671,-0.046577591,0.01521429,0.355957581,T5a
78,-0.267924021,-0.083710441,-0.015415856,0.361312133,0.501137869,0.039528467,-0.213302249,0.013412364,0.050157071,0.158351734,-0.358576913,-0.118605505,-0.05679477,-0.427705764,T3a
79,-0.33542722,0.04196981,0.027684724,0.469319581,0.118461454,0.171953605,-0.050862853,0.15790588,0.121709378,-0.151450826,0.12150904,-0.07256539,0.014613535,-0.321786168,T2a
80,0.253911781,-0.288810896,-0.15907531,-0.336173246,-0.527802662,-0.187305265,-0.181149587,-0.200582931,-0.304074443,0.112168124,-0.233340258,0.008201781,-0.034463997,0.714091993,T4a
81,0.084883533,0.128874329,0.630073647,0.619405938,0.655539483,0.009941763,0.098532157,0.198006804,0.082571813,-0.029948484,-0.141343314,0.096177577,0.015588648,-0.098293826,T7b
82,-0.131513512,-0.149744429,-0.452009831,-0.401898774,0.249167033,-0.012653033,0.008026188,0.053770147,0.097028907,-0.097259273,0.020091065,-0.075749088,-0.009306097,-0.180480498,T3a
83,0.271869567,0.1699783,-0.316610042,-0.397089507,0.086764037,-0.016509702,-0.118782756,-0.192671265,-0.133336182,0.061369903,-0.101218599,0.033989662,-0.01315377,0.396276525,T8a
84,0.562754876,0.199540542,0.205367903,0.413032832,-0.063285161,0.027865356,0.025488721,-0.073784949,-0.110726417,-0.032238287,0.018032724,-0.060455407,0.011276311,0.780335543,T8a
85,0.172121681,0.150689187,0.371787937,0.850297884,1.069756586,0.119859612,0.027564782,0.190386966,0.109919841,-0.148894959,-0.163636617,-0.006976288,0.036120295,-0.154962398,T3b
86,0.204756339,-0.260736699,-0.186868088,-0.249340488,-0.70772432,-0.143708928,-0.044100078,-0.039496,-0.122606123,0.035216918,-0.003902018,-0.001405827,-0.038121961,0.38298644,T1a
87,0.354180828,0.012701774,-0.312692239,-1.1493194,-0.025254566,-0.120932421,-0.15127869,-0.048571213,-0.011878487,0.081383749,0.274202105,0.126639508,-0.00199253,0.351371445,T8a
88,0.035921033,-0.156045261,0.37517041,0.930059228,0.765221641,0.024507423,0.001613809,0.168843522,0.072634941,0.130151905,0.128699261,-0.056710061,-0.020856297,-0.010141956,T1a
89,-0.263234949,-0.147489605,-1.288507163,-1.082138033,0.238187198,0.040338667,-0.170689724,0.056293325,0.219094746,-0.205561053,0.257926584,0.051494177,0.044375796,-0.008995354,T2b
90,-0.297049903,-0.093140733,0.202297889,1.20058815,0.528094336,-0.006780335,0.045147917,0.126858258,-0.035020214,-0.157714619,-0.041458153,-0.035356179,0.009292414,-0.103721406,T7a
91,-0.177909148,-0.120073541,-0.466932699,-0.373192754,0.025599192,-0.08345941,-0.079476842,0.068903018,0.049897691,0.198048751,0.146863848,-0.020165417,-0.050434214,-0.046556996,T6a
92,0.367661089,0.159213521,0.185393802,-0.361644911,0.113374583,-0.025339943,-0.031893408,0.006110823,0.042943172,-0.080496411,-0.240452451,0.218797209,0.016936726,-0.059810234,T8b
93,-0.372429646,0.14820332,1.150256151,1.094841164,-0.214089056,-0.056106298,-0.024632979,-0.109036756,-0.250943816,0.170339662,-0.06668201,-0.029825726,-0.04016757,-0.658571167,T7b
94,-0.215084865,0.259333485,0.13532297,-0.14338807,0.518222608,0.124945453,0.011849986,0.155743573,0.072910262,-0.135249759,0.174596593,0.049248733,0.059236094,0.040192496,T8b
95,-0.663377577,0.197933243,0.241743056,0.639091396,0.119785803,0.043372311,-0.00142358,0.273391782,0.164509131,0.030984732,-0.051713962,-0.096469676,-0.03656958,-0.703636534,T5b
96,0.125216875,0.291518838,0.681609449,1.097472167,0.172053253,0.052551797,-0.00926264,0.066151828,0.083176553,0.187439327,-0.177721232,-0.028250433,-0.02538997,-0.204156073,T5b
97,-0.10096519,-0.148392372,-0.701707067,-0.948019851,-0.569693722,-0.015518422,-0.148137802,-0.164185425,-0.033551999,0.169168498,-0.129671561,-0.087072398,-0.070107038,-0.03975699,T4a
98,-0.299785674,0.072227204,0.532073784,1.066952204,0.613385005,-1.85E-05,0.081862832,0.116786996,0.077838979,-0.043990544,-0.152434851,-0.084279272,-0.034210956,-0.224487196,T5a
99,-0.108848369,0.048086904,0.011136832,-0.029352127,0.19962978,0.101056833,-0.042214173,0.183393019,0.367890815,-0.169147201,-0.251613758,-0.05239177,0.000451279,0.085663519,T6a
100,0.586975747,-0.309638863,-0.406562536,-0.758684715,-0.079964444,-0.031692975,0.061305304,-0.015809653,0.032821807,0.322492907,-0.063195913,0.051445254,-0.077181773,0.58815804,T1a
101,0.050275274,0.209313517,-0.262974433,0.100446622,0.08313564,0.140132506,-0.083114888,-0.07221859,-0.078868546,-0.236147683,0.009330652,-0.042700005,0.058797284,-0.323129184,T6a
102,0.185481143,0.59636199,0.463771353,0.900525313,0.422187918,0.185848684,0.21263832,0.209957872,0.249896961,-0.271885684,-0.001102271,0.100562065,0.073229669,-0.172401704,T7b
103,0.412254248,-0.400206236,0.121931152,-0.810572309,-0.091006223,-0.033846316,-0.026360164,0.025696264,0.025031755,0.180364649,0.224933071,0.042474555,-0.006645898,0.340942396,T1a
104,0.092138207,-0.116941746,-0.469510875,-0.987454605,-0.03342797,0.046022791,-0.053049839,-0.02175386,-0.121640747,0.065350321,0.035139682,0.014676685,-0.00461754,0.300829261,T6a
105,0.121218275,-0.077730308,0.531625084,0.346594371,-0.299297085,-0.123145689,-0.084691918,-0.083037361,-0.136302176,-0.235999137,-0.123553346,0.045244214,0.033710245,0.113577162,T6b
106,-0.075433909,-0.312014365,0.136139486,0.126509103,-0.05216532,-0.047177412,0.065501476,0.098522662,0.09307122,-0.026462428,-0.196254574,0.03752115,0.018237291,-0.019192042,T2b
107,0.234084299,-0.279349636,0.51318978,0.905036886,0.341157324,0.0957304,-0.096655146,0.111419482,-0.08258117,-0.05765189,0.227506298,0.076897631,0.020493905,0.463548391,T2a
108,0.480117499,-0.393476961,-0.088862254,-1.272775955,-0.802099578,-0.11354659,-0.111476746,-0.218385279,-0.103129612,0.512267099,0.160179393,0.033271318,-0.05695059,0.442244831,T1a
109,0.016455948,-0.03869092,-0.105330185,-0.374776852,-0.564507708,-0.171552548,0.085670219,-0.112768342,0.037863504,-0.07169627,0.19224557,0.150782846,0.080001856,-0.232612958,T2b
110,0.121412469,0.205318362,0.833573158,1.018892626,0.20783195,-0.003569444,0.045014362,0.021384293,0.084840447,0.217866232,-0.395711854,-0.072186388,-0.026818839,-0.337868203,T7a
111,-0.29737497,0.136250703,0.263951078,0.236483601,-0.107065746,-0.058206539,0.058975793,0.098073442,0.106474594,0.048390301,0.060636649,0.002901757,-0.013510432,-0.172778356,T7b
112,-0.007300937,0.195166362,0.590535762,0.345739631,-0.50382233,-0.006513425,0.067014438,-0.164765372,-0.204520262,-0.061785123,0.039665065,-0.013530134,-0.002769689,-0.090370912,T5a
113,0.549823857,-0.316700519,0.074538395,-0.308253539,-0.650169027,-0.027676474,-0.179831291,-0.137732814,-0.096254261,-0.015457099,0.02295353,0.081738271,-0.046813803,0.654919631,T4b
114,0.163749401,0.227494381,0.072003197,0.242197272,0.434262983,0.147769418,-0.01598249,0.194183525,0.230118641,-0.186814397,0.17965182,0.013958097,0.041861398,0.425006934,T8a
115,0.420249003,-0.362008465,-0.398663887,-1.284722432,-0.82551307,-0.192158778,-0.136472075,-0.26884301,-0.331892881,0.050864009,0.098338594,0.184958458,-0.004744153,0.889708572,T1b
116,0.278678592,-0.293153985,-0.784270313,-0.64332237,-0.517996928,-0.168527845,-0.175646658,-0.210609637,-0.092617143,-0.006327112,0.15873341,0.011133505,0.002387971,0.405622654,T2b
117,-0.177047706,0.20228716,0.28284607,0.746379807,0.532950229,0.06663249,-0.018898551,0.057572603,0.016980851,0.239847139,0.158656508,-0.105254011,-0.070491725,-0.359345524,T7a
118,-0.35700624,-0.043845655,-0.15538439,0.098053544,-0.017417962,-0.026873332,0.015900184,0.041792315,-0.029436083,-0.154706032,-0.324756857,-0.02888344,0.000862731,-0.396907592,T8a
119,-0.144420784,0.138047312,0.412129132,0.203888801,0.530018049,0.190883705,-0.019768283,0.091121823,0.190320066,-0.121165039,0.011532248,0.05952433,0.067830671,-0.15156092,T6b
120,-0.38641176,0.041595477,-0.012284044,0.314849349,0.113836007,0.039064916,0.11600335,0.030958447,0.011757914,0.119245481,0.163487074,-0.15398271,-0.024734087,-0.251342893,T2a
121,-0.584022682,0.189879702,0.606622977,1.594001848,0.323872042,0.065217251,0.181099978,0.208077377,0.027755457,0.080002548,-0.196516007,-0.183819778,-0.048615247,-0.709199121,T5a
122,0.696300184,0.034305237,-0.095041385,-0.103990595,0.268050963,0.015584039,0.02905789,-0.024655022,0.048922559,0.050896691,0.12527478,0.124454215,0.028677678,0.648626764,T2b
123,0.453845659,-0.263273554,-1.391730117,-1.34019723,-0.873963233,-0.056136791,-0.038983208,0.025052084,-0.064552889,-0.00523453,0.006038455,0.062655741,-0.003946235,0.953736488,T4a
124,0.266470836,-0.018396002,-0.718272879,-0.687860076,-0.30215792,-0.041996642,-0.151212956,0.008341082,-0.018896965,0.018252254,-0.096474998,0.086223709,0.007319157,0.411676419,T5b
125,0.060509703,-0.174465998,-0.003349269,-0.882490838,-0.275577151,-0.174682521,-0.096372387,-0.055366399,-0.073222309,0.211117999,-0.062112072,-0.046711494,-0.066326642,0.213274676,T6b
126,-0.224576145,0.480413863,1.21177249,2.280457676,1.523347908,0.232496859,0.286025581,0.260936841,0.302299217,-0.206124195,-0.157076913,0.096203461,0.086598671,-1.133408313,T6b
127,0.407481937,-0.080866588,-0.070063802,-0.95936381,-0.201004,0.013919268,-0.102885714,-0.190736394,-0.28298051,0.136357551,0.001930156,0.029062768,-0.01188494,0.39559149,T2a
128,-0.270470749,0.386959271,0.462545388,0.798653034,-0.069316377,0.150213127,0.012502172,0.171754059,-0.038988041,0.300488827,0.103038819,-0.127482648,-0.076911372,-0.265442895,T5a
129,-0.304936859,-0.37577084,0.011125095,0.150484136,0.069502337,0.013051498,-0.001901747,0.064928389,-0.064147444,0.106934665,-0.108166093,-0.138611064,-0.044824205,-0.123069693,T1a
130,0.020686206,0.068723244,-0.617492863,-0.990672284,-0.147867482,0.158402724,-0.144502773,0.021234442,-0.030907089,-0.24517872,0.172314981,-0.009591446,0.05690783,-0.068088669,T8b
131,0.146765609,0.034915887,-0.019809385,0.056315742,0.120410093,0.008085595,-0.108637368,0.081347501,-0.033319308,-0.015437687,-0.038872358,-0.035006363,0.009623206,0.213223316,T7a
132,0.208420749,-0.223667128,-0.200930945,-0.19185015,0.212968964,0.015090944,-0.077122301,-0.110569344,-0.117351187,0.117517221,0.046475315,-0.049509549,-0.033652014,0.154284971,T3b
133,0.331505509,-0.107282079,-0.631821299,-0.984647846,-0.551943908,-0.008957765,-0.05487094,-0.046335513,-0.082275372,0.18269006,0.085580292,0.03133342,-0.02780263,0.487106368,T4b
134,0.12217293,-0.223392815,-0.595581657,-0.669229805,-0.131373426,-0.006104659,-0.079537682,-0.036477523,-0.036884894,-0.019066875,0.37287009,0.091316476,0.003228498,-0.062301063,T4a
135,-0.208816402,-0.110059167,0.487112141,0.742810942,-0.528410811,-0.119187036,-0.057081032,-0.13961857,-0.001493444,0.441430804,-0.053893721,-0.121655465,-0.105773583,-0.107747959,T5a
136,-0.267889657,0.011884801,-0.652343905,-0.23505948,0.599394596,0.159319873,0.098497049,0.189128925,-0.018466772,-0.168743168,0.06231292,0.030734738,0.065260678,-0.402294014,T4b
137,0.250735968,-0.065241139,0.10014764,0.466703697,0.259704757,0.176694447,0.179724029,0.250425041,-0.073198957,0.096868968,0.247627922,-0.047194514,0.025173656,-0.023577821,T4b
138,-0.47830356,-0.167697411,-0.267603873,0.256632075,-0.133244583,0.002491044,-0.138118501,0.085793309,-0.026838062,0.073837347,-0.076799966,-0.083371378,-0.010558603,-0.473629225,T1a
139,-0.030889187,-0.423529653,-0.038593022,-0.472598289,-0.829620449,-0.154979095,-0.048398198,-0.100819429,-0.145240017,0.358398713,-0.367158152,-0.038612379,-0.105292714,0.180526667,T3a
140,-0.170423037,-0.074057289,-0.349103263,-0.269154761,0.233737899,0.026842041,0.149016336,-0.045734435,-0.004167927,0.05851804,0.134554831,0.018091334,0.019047298,-0.242931965,T4a
141,-0.338637303,0.160635656,-0.436086236,0.176916947,0.240569582,0.13612301,0.091910457,-0.008473424,0.100431801,-0.18465961,0.223565515,-0.001232118,0.05210384,-0.182439933,T1b
142,0.192065298,0.025685697,0.531445949,0.546639707,0.732288332,0.197856416,0.114336762,0.026146113,-0.125455739,-0.036226359,-0.00343676,0.028757062,0.030755625,0.235011432,T6a
